# Particle centroids in pixel units
# Particle radii - the average of the major and minor radii of an ellipse fit to the particle area
# total particles: 3726
# mean radius (raw data): 3.3 Std.Dev. 0.31 (nm), 9.5 Std.Dev. 0.89 (pixels)
# mean radius (gaussian fit): 3.3 Std.Dev. 0.13 (nm), 9.4 Std.Dev. 0.39 (pixels)
# X (pixel)	Y (pixel)	radius (nm)
1.3491e+03	4.6555e+02	3.3990e+00
1.2261e+02	4.6604e+02	3.1050e+00
1.4947e+02	4.6620e+02	3.3459e+00
3.7535e+02	4.6657e+02	3.2836e+00
8.5261e+02	4.6673e+02	3.2384e+00
1.0002e+03	4.6862e+02	3.1212e+00
1.0280e+03	4.6598e+02	3.2937e+00
1.2013e+03	4.6605e+02	3.3473e+00
3.4996e+02	4.6751e+02	3.1374e+00
6.2586e+02	4.6764e+02	3.1380e+00
8.2675e+02	4.6865e+02	3.2573e+00
3.2353e+02	4.6826e+02	3.4358e+00
6.0035e+02	4.6764e+02	3.1326e+00
1.3217e+03	4.6826e+02	3.3001e+00
6.8900e+01	4.7074e+02	3.2644e+00
9.6046e+01	4.6940e+02	3.3490e+00
2.9756e+02	4.6977e+02	3.1490e+00
5.7306e+02	4.6956e+02	3.3531e+00
1.1740e+03	4.6887e+02	3.3578e+00
2.7021e+02	4.7134e+02	3.1732e+00
7.7249e+02	4.7174e+02	3.2996e+00
7.9958e+02	4.7009e+02	3.2368e+00
1.1482e+03	4.7062e+02	3.4065e+00
5.4687e+02	4.7143e+02	3.3825e+00
9.7400e+02	4.7168e+02	3.3215e+00
1.2953e+03	4.7139e+02	3.3596e+00
2.4395e+02	4.7227e+02	3.2199e+00
5.2081e+02	4.7263e+02	3.6556e+00
1.2693e+03	4.7239e+02	3.4817e+00
7.4539e+02	4.7344e+02	3.1792e+00
9.4567e+02	4.7371e+02	3.2625e+00
1.1215e+03	4.7337e+02	3.1682e+00
2.1681e+02	4.7519e+02	3.1762e+00
4.6871e+02	4.7472e+02	3.2763e+00
1.0952e+03	4.7391e+02	3.2326e+00
1.3635e+01	4.7564e+02	3.7829e+00
1.9059e+02	4.7679e+02	3.2293e+00
4.9316e+02	4.7544e+02	3.4009e+00
7.1876e+02	4.7475e+02	3.7128e+00
9.2004e+02	4.7600e+02	3.3502e+00
4.3110e+01	4.7526e+02	3.3997e+00
6.6614e+02	4.7702e+02	3.4109e+00
6.9313e+02	4.7654e+02	3.0640e+00
1.0667e+03	4.7620e+02	3.1475e+00
1.2413e+03	4.7638e+02	3.3267e+00
4.4186e+02	4.7682e+02	3.1709e+00
8.9259e+02	4.7841e+02	3.1418e+00
1.0425e+03	4.7797e+02	3.1961e+00
1.3666e+02	4.7887e+02	3.3545e+00
1.6328e+02	4.7853e+02	3.1899e+00
4.1621e+02	4.7842e+02	3.2795e+00
1.3623e+03	4.7779e+02	3.0301e+00
3.8987e+02	4.7945e+02	3.4168e+00
6.1371e+02	4.7993e+02	2.8913e+00
6.4015e+02	4.7918e+02	3.3007e+00
1.1886e+03	4.8023e+02	3.2864e+00
1.2146e+03	4.7934e+02	3.4283e+00
3.6288e+02	4.8147e+02	3.2476e+00
8.4056e+02	4.8106e+02	3.2511e+00
8.6643e+02	4.7989e+02	3.1119e+00
1.3382e+03	4.8060e+02	3.0941e+00
1.0996e+02	4.8123e+02	3.2305e+00
3.3658e+02	4.8211e+02	3.1897e+00
1.0140e+03	4.8076e+02	3.5818e+00
3.1046e+02	4.8315e+02	3.1599e+00
5.8667e+02	4.8232e+02	3.3902e+00
8.1360e+02	4.8264e+02	3.2057e+00
5.6083e+02	4.8414e+02	3.1425e+00
7.8708e+02	4.8367e+02	3.2663e+00
9.8799e+02	4.8356e+02	3.1772e+00
1.1628e+03	4.8332e+02	3.3136e+00
1.3097e+03	4.8371e+02	3.1175e+00
2.5744e+02	4.8586e+02	3.3136e+00
2.8387e+02	4.8430e+02	3.4231e+00
1.1353e+03	4.8544e+02	3.2725e+00
5.7279e+01	4.8568e+02	3.2331e+00
8.3253e+01	4.8467e+02	3.1126e+00
5.3282e+02	4.8530e+02	3.1519e+00
1.2841e+03	4.8631e+02	3.1308e+00
5.0812e+02	4.8635e+02	3.0761e+00
7.5964e+02	4.8620e+02	3.1917e+00
9.6061e+02	4.8612e+02	3.1726e+00
3.0015e+01	4.8830e+02	3.1988e+00
4.8080e+02	4.8815e+02	3.0718e+00
7.0566e+02	4.8854e+02	3.0550e+00
7.3292e+02	4.8779e+02	3.5160e+00
9.3404e+02	4.8788e+02	3.0950e+00
1.1103e+03	4.8780e+02	2.8717e+00
2.0462e+02	4.8886e+02	3.3252e+00
2.3127e+02	4.8770e+02	3.3982e+00
4.5563e+02	4.8947e+02	3.3016e+00
1.0831e+03	4.8817e+02	3.3915e+00
1.2563e+03	4.8824e+02	3.4096e+00
9.0760e+02	4.8988e+02	3.3876e+00
1.0557e+03	4.8991e+02	3.2479e+00
4.2963e+02	4.9104e+02	3.1541e+00
1.5150e+02	4.9299e+02	3.3242e+00
1.7822e+02	4.9127e+02	3.2765e+00
6.8055e+02	4.9006e+02	3.4580e+00
1.2288e+03	4.9136e+02	3.1480e+00
4.0316e+02	4.9248e+02	3.1072e+00
6.5409e+02	4.9199e+02	2.6385e+00
8.8012e+02	4.9205e+02	3.2103e+00
1.0285e+03	4.9281e+02	3.3631e+00
6.2775e+02	4.9328e+02	3.3049e+00
8.5385e+02	4.9367e+02	3.1295e+00
1.2024e+03	4.9397e+02	3.2111e+00
1.3518e+03	4.9348e+02	3.3943e+00
3.7718e+02	4.9401e+02	3.3797e+00
1.2428e+02	4.9453e+02	3.3775e+00
2.9840e+02	4.9703e+02	3.2613e+00
3.4986e+02	4.9574e+02	3.2175e+00
6.0177e+02	4.9541e+02	3.3510e+00
8.2755e+02	4.9531e+02	3.1858e+00
1.3246e+03	4.9560e+02	3.5926e+00
3.2373e+02	4.9605e+02	3.2680e+00
8.0166e+02	4.9682e+02	3.3877e+00
1.1764e+03	4.9667e+02	3.1764e+00
9.7743e+01	4.9707e+02	3.3123e+00
2.7156e+02	4.9938e+02	3.4063e+00
9.7603e+02	4.9751e+02	3.4192e+00
1.0006e+03	4.9705e+02	3.1844e+00
1.1497e+03	4.9763e+02	3.1820e+00
5.7433e+02	4.9850e+02	3.2905e+00
1.2977e+03	4.9876e+02	3.4638e+00
7.1976e+01	4.9901e+02	3.4152e+00
4.9547e+02	5.0038e+02	3.3382e+00
5.2149e+02	4.9950e+02	3.1446e+00
5.4861e+02	4.9757e+02	2.6454e+00
7.4770e+02	4.9981e+02	2.9970e+00
7.7505e+02	4.9878e+02	3.3146e+00
2.4540e+02	5.0046e+02	3.1382e+00
9.4929e+02	5.0039e+02	3.2046e+00
1.0987e+03	5.0080e+02	3.3786e+00
1.1238e+03	5.0052e+02	3.0163e+00
1.2706e+03	5.0138e+02	3.4647e+00
4.3335e+01	5.0107e+02	3.2597e+00
2.1862e+02	5.0210e+02	3.2340e+00
4.7041e+02	5.0099e+02	3.0793e+00
7.1909e+02	5.0146e+02	3.2748e+00
1.4633e+01	5.0192e+02	4.2629e+00
6.9533e+02	5.0217e+02	2.9541e+00
9.2255e+02	5.0246e+02	3.2353e+00
4.4371e+02	5.0368e+02	3.3878e+00
1.0699e+03	5.0336e+02	3.4399e+00
1.2442e+03	5.0295e+02	3.1508e+00
1.3637e+03	5.0610e+02	2.8147e+00
1.9184e+02	5.0361e+02	3.2335e+00
4.1673e+02	5.0497e+02	3.2667e+00
6.6741e+02	5.0468e+02	3.4553e+00
8.9480e+02	5.0489e+02	3.2220e+00
1.0435e+03	5.0446e+02	3.3093e+00
1.2169e+03	5.0559e+02	3.2586e+00
1.6528e+02	5.0599e+02	3.1797e+00
8.6866e+02	5.0581e+02	3.3515e+00
1.3918e+02	5.0746e+02	3.4370e+00
6.4260e+02	5.0548e+02	3.4108e+00
1.0166e+03	5.0810e+02	3.3673e+00
1.1907e+03	5.0787e+02	3.1842e+00
1.1278e+02	5.0964e+02	3.2810e+00
3.9068e+02	5.0822e+02	3.3206e+00
6.1487e+02	5.0861e+02	3.3141e+00
8.4211e+02	5.0811e+02	3.3331e+00
1.3393e+03	5.0785e+02	3.0994e+00
3.6378e+02	5.0916e+02	3.5480e+00
1.1644e+03	5.0990e+02	3.3360e+00
3.3832e+02	5.1041e+02	3.2045e+00
5.8746e+02	5.1062e+02	3.0635e+00
7.8871e+02	5.1046e+02	3.3440e+00
8.1483e+02	5.1082e+02	3.2542e+00
8.5732e+01	5.1208e+02	3.2507e+00
3.1195e+02	5.1175e+02	3.3058e+00
9.8982e+02	5.1181e+02	2.9907e+00
1.3136e+03	5.1156e+02	3.2402e+00
5.9175e+01	5.1293e+02	3.3930e+00
2.8544e+02	5.1198e+02	3.2815e+00
5.3652e+02	5.1114e+02	3.6171e+00
5.6298e+02	5.1205e+02	2.9558e+00
7.6209e+02	5.1247e+02	3.3019e+00
9.6345e+02	5.1245e+02	3.2120e+00
1.1377e+03	5.1291e+02	3.3344e+00
2.5947e+02	5.1395e+02	3.2037e+00
4.8258e+02	5.1554e+02	3.5347e+00
7.3394e+02	5.1298e+02	3.4555e+00
1.2851e+03	5.1336e+02	2.7686e+00
1.1114e+03	5.1477e+02	3.3445e+00
3.0976e+01	5.1596e+02	3.4399e+00
5.0901e+02	5.1447e+02	3.1003e+00
9.3646e+02	5.1485e+02	3.1770e+00
1.0853e+03	5.1598e+02	3.2461e+00
2.3331e+02	5.1590e+02	3.4449e+00
9.0916e+02	5.1640e+02	3.2144e+00
1.7968e+02	5.1780e+02	3.4173e+00
7.0747e+02	5.1626e+02	3.1043e+00
1.0585e+03	5.1890e+02	3.2707e+00
2.0687e+02	5.1807e+02	3.2822e+00
4.3153e+02	5.1862e+02	3.1155e+00
6.5521e+02	5.1909e+02	3.4099e+00
6.8326e+02	5.1708e+02	3.1593e+00
8.8267e+02	5.1872e+02	3.0841e+00
1.2322e+03	5.1840e+02	3.2272e+00
1.2596e+03	5.1799e+02	3.4271e+00
1.5342e+02	5.2005e+02	3.2402e+00
4.5685e+02	5.1742e+02	3.4775e+00
8.5636e+02	5.2037e+02	3.2350e+00
1.0314e+03	5.2104e+02	3.3016e+00
1.2061e+03	5.2102e+02	3.1605e+00
1.3572e+03	5.2464e+02	4.6717e+00
1.2740e+02	5.2185e+02	3.1434e+00
4.0365e+02	5.2146e+02	3.5559e+00
6.0193e+02	5.2195e+02	3.2098e+00
6.2909e+02	5.2177e+02	3.2498e+00
3.7726e+02	5.2190e+02	3.3127e+00
8.2920e+02	5.2239e+02	3.2942e+00
1.0121e+02	5.2413e+02	3.3974e+00
3.2576e+02	5.2341e+02	3.1536e+00
3.4997e+02	5.2354e+02	3.1671e+00
8.0236e+02	5.2454e+02	3.2002e+00
1.0046e+03	5.2346e+02	3.3645e+00
1.1784e+03	5.2277e+02	3.2365e+00
1.3275e+03	5.2392e+02	3.2510e+00
5.2305e+02	5.2588e+02	3.3637e+00
5.5083e+02	5.2431e+02	3.2410e+00
5.7589e+02	5.2428e+02	3.3121e+00
7.7671e+02	5.2560e+02	3.2704e+00
2.9943e+02	5.2538e+02	3.2044e+00
9.7651e+02	5.2506e+02	3.1871e+00
1.1517e+03	5.2559e+02	3.4682e+00
1.3006e+03	5.2616e+02	3.4641e+00
7.4312e+01	5.2633e+02	3.2181e+00
2.4760e+02	5.2799e+02	3.3073e+00
2.7374e+02	5.2640e+02	3.2493e+00
9.5043e+02	5.2652e+02	3.3067e+00
7.4817e+02	5.2755e+02	3.5762e+00
4.9707e+02	5.2839e+02	3.3329e+00
7.2192e+02	5.2817e+02	3.2304e+00
1.1253e+03	5.2813e+02	3.1459e+00
1.2729e+03	5.2885e+02	3.4365e+00
4.5926e+01	5.2893e+02	3.3219e+00
2.1979e+02	5.3076e+02	3.2656e+00
9.2307e+02	5.2879e+02	3.1335e+00
1.0983e+03	5.2947e+02	3.1977e+00
1.5742e+01	5.3098e+02	4.4688e+00
4.7004e+02	5.3125e+02	3.1698e+00
6.9647e+02	5.2998e+02	3.1236e+00
1.9481e+02	5.3163e+02	3.2998e+00
8.9675e+02	5.3139e+02	3.3358e+00
1.0727e+03	5.3125e+02	3.4817e+00
1.2465e+03	5.3109e+02	3.3653e+00
4.4524e+02	5.3251e+02	3.3898e+00
8.7088e+02	5.3317e+02	3.2810e+00
1.4141e+02	5.3445e+02	3.1533e+00
6.4328e+02	5.3334e+02	3.2687e+00
6.6881e+02	5.3290e+02	3.0397e+00
1.0455e+03	5.3272e+02	3.1945e+00
3.9054e+02	5.3410e+02	2.9452e+00
4.1780e+02	5.3437e+02	3.6492e+00
1.1931e+03	5.3533e+02	3.3323e+00
1.2196e+03	5.3373e+02	3.3497e+00
1.1476e+02	5.3613e+02	3.2521e+00
1.6705e+02	5.3455e+02	3.3387e+00
3.6499e+02	5.3598e+02	3.1648e+00
6.1693e+02	5.3517e+02	3.1612e+00
8.4319e+02	5.3498e+02	3.2169e+00
1.0198e+03	5.3549e+02	3.2176e+00
1.3413e+03	5.3608e+02	3.1164e+00
5.9042e+02	5.3631e+02	2.9904e+00
8.1664e+02	5.3728e+02	3.3165e+00
3.1415e+02	5.3767e+02	3.0760e+00
7.9133e+02	5.3730e+02	3.1357e+00
8.8556e+01	5.3854e+02	2.9383e+00
3.3960e+02	5.3775e+02	2.9312e+00
5.3747e+02	5.3879e+02	3.1988e+00
9.6404e+02	5.3922e+02	3.4172e+00
9.9149e+02	5.3775e+02	3.3090e+00
1.1656e+03	5.3789e+02	3.2270e+00
1.3146e+03	5.3879e+02	3.3016e+00
6.0526e+01	5.4068e+02	3.2619e+00
5.6429e+02	5.3896e+02	3.3065e+00
2.6207e+02	5.4092e+02	3.2149e+00
5.1153e+02	5.4037e+02	3.0104e+00
7.0900e+02	5.4193e+02	3.1588e+00
7.6360e+02	5.3965e+02	3.3260e+00
9.3721e+02	5.4089e+02	3.3383e+00
1.1401e+03	5.4005e+02	3.2373e+00
2.8763e+02	5.4011e+02	3.1427e+00
7.3606e+02	5.4129e+02	3.0702e+00
1.2876e+03	5.4153e+02	3.3543e+00
3.2859e+01	5.4302e+02	3.3496e+00
2.3549e+02	5.4342e+02	3.2961e+00
9.1053e+02	5.4320e+02	3.2024e+00
1.0858e+03	5.4388e+02	3.0915e+00
1.1129e+03	5.4346e+02	3.5315e+00
1.2588e+03	5.4439e+02	3.1409e+00
2.0838e+02	5.4456e+02	3.1717e+00
4.5837e+02	5.4500e+02	3.3007e+00
6.8304e+02	5.4471e+02	3.3306e+00
4.8469e+02	5.4446e+02	3.3081e+00
1.2350e+03	5.4601e+02	3.3690e+00
1.1099e+01	5.4785e+02	2.1841e+00
1.5559e+02	5.4851e+02	3.3485e+00
1.8201e+02	5.4641e+02	3.3039e+00
8.8471e+02	5.4550e+02	2.9689e+00
4.3216e+02	5.4711e+02	3.1526e+00
6.3134e+02	5.4755e+02	3.1484e+00
6.5736e+02	5.4708e+02	3.1838e+00
8.5831e+02	5.4685e+02	3.1545e+00
1.0330e+03	5.4790e+02	3.3445e+00
1.3579e+03	5.4850e+02	3.9165e+00
3.7960e+02	5.4829e+02	3.1928e+00
6.0389e+02	5.4883e+02	3.1780e+00
1.0602e+03	5.4731e+02	3.2558e+00
1.2090e+03	5.4852e+02	3.3213e+00
3.2832e+02	5.5001e+02	3.0317e+00
8.3134e+02	5.4978e+02	3.3450e+00
1.0065e+03	5.4925e+02	3.2544e+00
1.3032e+02	5.4996e+02	3.3068e+00
5.7879e+02	5.5037e+02	3.3355e+00
1.1804e+03	5.5069e+02	3.4644e+00
1.3302e+03	5.5020e+02	3.5044e+00
3.5253e+02	5.5082e+02	3.2774e+00
4.0644e+02	5.5067e+02	3.2775e+00
8.0380e+02	5.5148e+02	3.2895e+00
9.8023e+02	5.5151e+02	3.3758e+00
1.1541e+03	5.5300e+02	3.3819e+00
7.6560e+01	5.5280e+02	3.4383e+00
1.0265e+02	5.5165e+02	3.4693e+00
2.7536e+02	5.5270e+02	3.2262e+00
5.5176e+02	5.5291e+02	3.2349e+00
9.5130e+02	5.5359e+02	3.2671e+00
7.7600e+02	5.5281e+02	2.8774e+00
5.2626e+02	5.5413e+02	3.2482e+00
7.5130e+02	5.5423e+02	3.3731e+00
1.3019e+03	5.5422e+02	3.0603e+00
4.7886e+01	5.5455e+02	3.1737e+00
3.0166e+02	5.5305e+02	3.4523e+00
4.9911e+02	5.5500e+02	3.4683e+00
7.2370e+02	5.5549e+02	3.4924e+00
1.1262e+03	5.5577e+02	3.4453e+00
2.4929e+02	5.5568e+02	3.2815e+00
8.9838e+02	5.5700e+02	3.1970e+00
9.2572e+02	5.5546e+02	3.0526e+00
2.1673e+01	5.5808e+02	3.1869e+00
4.7367e+02	5.5804e+02	3.0825e+00
6.7141e+02	5.5917e+02	3.0612e+00
6.9771e+02	5.5688e+02	3.2485e+00
1.1007e+03	5.5758e+02	2.9865e+00
1.2759e+03	5.5690e+02	3.3826e+00
2.2291e+02	5.5825e+02	3.2356e+00
1.0740e+03	5.5902e+02	3.2108e+00
1.2489e+03	5.5890e+02	3.1330e+00
8.7323e+02	5.5932e+02	2.9988e+00
1.9612e+02	5.5961e+02	3.2266e+00
4.1947e+02	5.6051e+02	3.1095e+00
6.4372e+02	5.6026e+02	3.2572e+00
1.0473e+03	5.6116e+02	3.2714e+00
1.6916e+02	5.6117e+02	3.2306e+00
3.9374e+02	5.6240e+02	3.2914e+00
4.4575e+02	5.6104e+02	3.6593e+00
6.1832e+02	5.6176e+02	3.2551e+00
8.4648e+02	5.6128e+02	3.1932e+00
1.2215e+03	5.6177e+02	3.1919e+00
1.4317e+02	5.6258e+02	3.2124e+00
3.6708e+02	5.6251e+02	3.4840e+00
9.9344e+02	5.6405e+02	3.2384e+00
1.0209e+03	5.6221e+02	3.2169e+00
1.3448e+03	5.6272e+02	3.2741e+00
5.9309e+02	5.6296e+02	2.9759e+00
8.1974e+02	5.6311e+02	3.1518e+00
1.1698e+02	5.6449e+02	3.5045e+00
3.4048e+02	5.6481e+02	3.0573e+00
1.1950e+03	5.6398e+02	3.3167e+00
9.0112e+01	5.6570e+02	3.0141e+00
5.6564e+02	5.6523e+02	3.2944e+00
7.9085e+02	5.6476e+02	3.3342e+00
5.4017e+02	5.6668e+02	3.2138e+00
7.6535e+02	5.6682e+02	3.3930e+00
1.1674e+03	5.6585e+02	3.2102e+00
1.3158e+03	5.6595e+02	3.4251e+00
6.3969e+01	5.6807e+02	3.1652e+00
3.1623e+02	5.6623e+02	3.4462e+00
9.3951e+02	5.6756e+02	3.0517e+00
9.6655e+02	5.6673e+02	3.2458e+00
2.6235e+02	5.6910e+02	3.4754e+00
4.8651e+02	5.7021e+02	3.1924e+00
7.1137e+02	5.6961e+02	3.2324e+00
7.3829e+02	5.6820e+02	3.2216e+00
1.1413e+03	5.6798e+02	3.1300e+00
1.2905e+03	5.6871e+02	3.3749e+00
2.8973e+02	5.6970e+02	3.4040e+00
5.1330e+02	5.6835e+02	3.4235e+00
9.1292e+02	5.6917e+02	3.4699e+00
1.1143e+03	5.7044e+02	3.1925e+00
3.6852e+01	5.7000e+02	3.3410e+00
2.3737e+02	5.7020e+02	3.2492e+00
6.8602e+02	5.7148e+02	3.4112e+00
8.8648e+02	5.7173e+02	3.5244e+00
1.2633e+03	5.7127e+02	3.4201e+00
2.1049e+02	5.7267e+02	3.2307e+00
4.3343e+02	5.7389e+02	2.7538e+00
4.5992e+02	5.7231e+02	3.1649e+00
1.0880e+03	5.7196e+02	3.4950e+00
1.8498e+02	5.7369e+02	3.1916e+00
1.0623e+03	5.7346e+02	2.9647e+00
1.2365e+03	5.7358e+02	3.3828e+00
1.1650e+01	5.7319e+02	3.1401e+00
4.0790e+02	5.7616e+02	3.3086e+00
6.3234e+02	5.7468e+02	3.2766e+00
6.5944e+02	5.7373e+02	3.1835e+00
8.6062e+02	5.7458e+02	3.2355e+00
1.3609e+03	5.7379e+02	4.1318e+00
1.5745e+02	5.7591e+02	3.3572e+00
3.8075e+02	5.7538e+02	3.2102e+00
6.0600e+02	5.7643e+02	2.9854e+00
8.3388e+02	5.7507e+02	3.2403e+00
1.0356e+03	5.7536e+02	3.1425e+00
1.2103e+03	5.7630e+02	3.3954e+00
1.3157e+02	5.7827e+02	3.2397e+00
8.0676e+02	5.7706e+02	3.2888e+00
1.0079e+03	5.7698e+02	3.4026e+00
3.5555e+02	5.7912e+02	3.2649e+00
7.7968e+02	5.7863e+02	3.0451e+00
9.8036e+02	5.7888e+02	3.4215e+00
1.3317e+03	5.7832e+02	3.3629e+00
1.0464e+02	5.7901e+02	3.5215e+00
3.2935e+02	5.7881e+02	2.9749e+00
5.5400e+02	5.7930e+02	3.1388e+00
5.8198e+02	5.7836e+02	3.4532e+00
7.7961e+01	5.8139e+02	3.4910e+00
3.0389e+02	5.8077e+02	3.1980e+00
7.5156e+02	5.8043e+02	3.1050e+00
1.1556e+03	5.8039e+02	3.3269e+00
1.1826e+03	5.7856e+02	3.1914e+00
1.3048e+03	5.8053e+02	3.0979e+00
5.1422e+01	5.8263e+02	3.3043e+00
2.7705e+02	5.8214e+02	2.8243e+00
5.2769e+02	5.8116e+02	3.2488e+00
9.5336e+02	5.8106e+02	3.2081e+00
1.1287e+03	5.8179e+02	3.2522e+00
2.5037e+02	5.8414e+02	3.2174e+00
7.2601e+02	5.8216e+02	3.1042e+00
2.4580e+01	5.8503e+02	3.2861e+00
5.0222e+02	5.8308e+02	3.0867e+00
6.9950e+02	5.8448e+02	3.1822e+00
9.0115e+02	5.8477e+02	3.2618e+00
9.2782e+02	5.8304e+02	3.1870e+00
1.1019e+03	5.8419e+02	3.4736e+00
2.2435e+02	5.8575e+02	3.4956e+00
1.0764e+03	5.8569e+02	3.1826e+00
1.2783e+03	5.8420e+02	3.0987e+00
4.7601e+02	5.8502e+02	3.0436e+00
6.7318e+02	5.8604e+02	3.1314e+00
1.9779e+02	5.8728e+02	3.1667e+00
8.4795e+02	5.8828e+02	3.3021e+00
1.0490e+03	5.8767e+02	3.2217e+00
6.2027e+02	5.8906e+02	3.2459e+00
6.4697e+02	5.8785e+02	3.3255e+00
8.7405e+02	5.8750e+02	3.2401e+00
1.2518e+03	5.8722e+02	3.3427e+00
1.4517e+02	5.8969e+02	3.3365e+00
1.7247e+02	5.8911e+02	3.4902e+00
4.4897e+02	5.8859e+02	3.6003e+00
8.2108e+02	5.8911e+02	3.3213e+00
1.2244e+03	5.8936e+02	3.2692e+00
3.9625e+02	5.9030e+02	3.1779e+00
4.2194e+02	5.8936e+02	3.4400e+00
5.9542e+02	5.9057e+02	3.1830e+00
1.0224e+03	5.8990e+02	3.2111e+00
1.3470e+03	5.9054e+02	3.2848e+00
1.1940e+02	5.9218e+02	3.1278e+00
3.6872e+02	5.9065e+02	3.2120e+00
5.6819e+02	5.9145e+02	3.1848e+00
9.9498e+02	5.9167e+02	3.1711e+00
1.1703e+03	5.9214e+02	3.2209e+00
1.1973e+03	5.9151e+02	3.3107e+00
7.9274e+02	5.9189e+02	3.1215e+00
9.6707e+02	5.9222e+02	3.2115e+00
3.1788e+02	5.9332e+02	3.3783e+00
3.4333e+02	5.9272e+02	2.9952e+00
5.4238e+02	5.9342e+02	3.2314e+00
7.3970e+02	5.9346e+02	3.1571e+00
7.6717e+02	5.9313e+02	3.0779e+00
9.4173e+02	5.9451e+02	3.2947e+00
6.5497e+01	5.9591e+02	3.3613e+00
9.2381e+01	5.9451e+02	3.4591e+00
2.9049e+02	5.9579e+02	3.2164e+00
5.1508e+02	5.9556e+02	3.1811e+00
1.1437e+03	5.9616e+02	3.3310e+00
1.3201e+03	5.9443e+02	3.3864e+00
2.6443e+02	5.9633e+02	3.3550e+00
4.9019e+02	5.9657e+02	3.3305e+00
9.1571e+02	5.9709e+02	3.1070e+00
7.1456e+02	5.9720e+02	3.5351e+00
1.1167e+03	5.9698e+02	3.1275e+00
1.2930e+03	5.9686e+02	3.4890e+00
3.9703e+01	5.9806e+02	3.4589e+00
2.3798e+02	5.9820e+02	3.2168e+00
4.6294e+02	5.9853e+02	3.1178e+00
6.8637e+02	5.9811e+02	3.3637e+00
1.2665e+03	5.9845e+02	3.3959e+00
6.5997e+02	5.9997e+02	3.2926e+00
8.8829e+02	5.9923e+02	3.3623e+00
2.1201e+02	6.0051e+02	3.0658e+00
1.0629e+03	6.0003e+02	3.3031e+00
1.8669e+02	6.0265e+02	3.3181e+00
4.3563e+02	6.0118e+02	2.8379e+00
8.3440e+02	6.0198e+02	3.0392e+00
8.6172e+02	6.0104e+02	3.1499e+00
1.2391e+03	6.0126e+02	3.2548e+00
1.3621e+03	6.0161e+02	3.7329e+00
1.3355e+01	6.0105e+02	3.4147e+00
4.1017e+02	6.0297e+02	3.1215e+00
6.3357e+02	6.0214e+02	3.2537e+00
1.0102e+03	6.0330e+02	3.2819e+00
6.0827e+02	6.0382e+02	3.0969e+00
8.0673e+02	6.0312e+02	3.2434e+00
1.0357e+03	6.0376e+02	3.6899e+00
1.0915e+03	6.0141e+02	3.3632e+00
1.5893e+02	6.0268e+02	3.3803e+00
1.1858e+03	6.0653e+02	3.1080e+00
1.2126e+03	6.0466e+02	3.4253e+00
1.3248e+02	6.0572e+02	3.2426e+00
3.3130e+02	6.0646e+02	3.2497e+00
3.5695e+02	6.0521e+02	3.2544e+00
3.8481e+02	6.0506e+02	3.3828e+00
5.8200e+02	6.0482e+02	3.3636e+00
7.8084e+02	6.0515e+02	3.0904e+00
1.3343e+03	6.0609e+02	3.4837e+00
1.0649e+02	6.0586e+02	3.2801e+00
7.5579e+02	6.0660e+02	3.2404e+00
9.8257e+02	6.0590e+02	3.0558e+00
3.0504e+02	6.0775e+02	3.1981e+00
5.3054e+02	6.0745e+02	3.3624e+00
5.5661e+02	6.0618e+02	3.1418e+00
7.9487e+01	6.0927e+02	3.4294e+00
2.7810e+02	6.0936e+02	3.1763e+00
7.2948e+02	6.0968e+02	3.2644e+00
9.5689e+02	6.0831e+02	3.0377e+00
1.1590e+03	6.0856e+02	3.4875e+00
1.3077e+03	6.0923e+02	3.2350e+00
5.4306e+01	6.1051e+02	3.3136e+00
2.5156e+02	6.1143e+02	3.0393e+00
7.0167e+02	6.1167e+02	3.3372e+00
4.7731e+02	6.1121e+02	3.2510e+00
9.0322e+02	6.1099e+02	3.1967e+00
1.1324e+03	6.1104e+02	3.4051e+00
1.2803e+03	6.1172e+02	3.1573e+00
2.6419e+01	6.1301e+02	3.3395e+00
2.2605e+02	6.1351e+02	3.1838e+00
5.0338e+02	6.1050e+02	3.3954e+00
6.7475e+02	6.1359e+02	3.2663e+00
8.7439e+02	6.1405e+02	3.4732e+00
9.2998e+02	6.1137e+02	3.5489e+00
1.1050e+03	6.1301e+02	3.4147e+00
2.0032e+02	6.1504e+02	3.1963e+00
6.4839e+02	6.1559e+02	3.0910e+00
8.2341e+02	6.1489e+02	3.1790e+00
1.0517e+03	6.1499e+02	3.1752e+00
1.0782e+03	6.1406e+02	3.0763e+00
1.2533e+03	6.1385e+02	3.4544e+00
4.2449e+02	6.1520e+02	3.0538e+00
4.5072e+02	6.1415e+02	3.1566e+00
1.2262e+03	6.1664e+02	3.3449e+00
1.4717e+02	6.1888e+02	3.5468e+00
1.7376e+02	6.1653e+02	3.4267e+00
5.9713e+02	6.1723e+02	3.2253e+00
6.2250e+02	6.1671e+02	3.1117e+00
8.4520e+02	6.1593e+02	3.6577e+00
3.9794e+02	6.1696e+02	3.2498e+00
7.7066e+02	6.1885e+02	3.3076e+00
9.9657e+02	6.1793e+02	3.3992e+00
1.0247e+03	6.1856e+02	3.0648e+00
3.4604e+02	6.1903e+02	3.2530e+00
7.9577e+02	6.1762e+02	3.1345e+00
1.1991e+03	6.1880e+02	3.1883e+00
